ID,Filename,Output File,Status,Method,Created,Duration (s),Size (KB),Gender,Language,Surrogate,Error
701,call_20240923_006.wav,anonymized_20260212_081023_635.wav,completed,both,2026-02-12 08:10:20,3.18,3118.8,male,english,english_male_location_LOCATION,
700,call_20240923_006.wav,anonymized_20260212_080926_000.wav,completed,both,2026-02-12 08:09:22,3.76,3118.8,male,english,english_male_location_LOCATION,
699,call_20240923_006.wav,anonymized_20260212_080916_729.wav,completed,both,2026-02-12 08:09:12,4.05,3118.8,male,english,english_male_location_LOCATION,
698,call_20240923_006.wav,anonymized_20260212_080809_611.wav,completed,both,2026-02-12 08:08:05,3.95,3118.8,male,english,english_male_location_LOCATION,
697,call_20240923_006.wav,anonymized_20260212_080657_211.wav,completed,both,2026-02-12 08:06:53,3.80,3118.8,male,english,english_male_location_LOCATION,
696,call_20230317_006.wav,anonymized_20260212_075043_695.wav,completed,both,2026-02-12 07:50:42,1.58,1527.5,male,english,english_male_person_PERSON,
695,call_20230317_006.wav,anonymized_20260212_075035_350.wav,completed,both,2026-02-12 07:50:33,1.68,1527.5,male,english,english_male_person_PERSON,
694,call_20230317_006.wav,anonymized_20260212_075011_521.wav,completed,both,2026-02-12 07:50:11,0.28,1527.5,male,english,english_male_person_PERSON,
693,call_20240923_005.wav,anonymized_20260212_074935_127.wav,completed,both,2026-02-12 07:49:34,0.98,1360.0,female,english,english_female_person_PERSON,
692,call_20230317_006.wav,anonymized_20260212_074345_718.wav,completed,both,2026-02-12 07:43:45,0.31,1527.5,male,english,english_male_person_PERSON,
691,call_20240923_001.wav,anonymized_20260212_074046_033.wav,completed,both,2026-02-12 07:40:40,5.86,4979.4,male,english,english_male_person_PERSON,
690,call_20240923_001.wav,anonymized_20260212_074006_966.wav,completed,both,2026-02-12 07:39:59,7.66,4979.4,male,english,english_male_person_PERSON,
689,call_20240920_001.wav,anonymized_20260212_072619_282.wav,completed,both,2026-02-12 07:26:15,7.35,2776.9,female,english,english_female_person_PERSON,
688,call_20240920_001.wav,anonymized_20260212_072517_642.wav,completed,both,2026-02-12 07:25:13,6.30,2776.9,female,english,english_female_person_PERSON,
687,call_20240920_001.wav,anonymized_20260212_072434_751.wav,completed,both,2026-02-12 07:24:30,6.47,2776.9,female,english,english_female_person_PERSON,
686,call_20230316_003.wav,anonymized_20260212_072223_662.wav,completed,both,2026-02-12 07:22:18,5.63,4357.2,male,english,english_male_person_PERSON,
685,call_20240920_001.wav,anonymized_20260212_072216_207.wav,completed,both,2026-02-12 07:22:11,6.12,2776.9,female,english,english_female_person_PERSON,
684,call_20240920_001.wav,anonymized_20260212_071833_394.wav,completed,both,2026-02-12 07:18:29,4.98,2776.9,female,english,english_female_person_PERSON,
683,call_20240920_001.wav,anonymized_20260212_071825_779.wav,completed,both,2026-02-12 07:18:21,4.89,2776.9,female,english,english_female_person_PERSON,
682,call_20240920_001.wav,anonymized_20260212_071813_812.wav,completed,both,2026-02-12 07:18:10,4.61,2776.9,female,english,english_female_person_PERSON,
681,call_20240920_001.wav,anonymized_20260212_071808_362.wav,completed,both,2026-02-12 07:18:04,4.57,2776.9,female,english,english_female_person_PERSON,
680,call_20240920_001.wav,anonymized_20260212_071658_396.wav,completed,both,2026-02-12 07:16:54,4.20,2776.9,female,english,english_female_person_PERSON,
679,call_20240920_001.wav,anonymized_20260212_071555_496.wav,completed,both,2026-02-12 07:15:51,4.67,2776.9,female,english,english_female_person_PERSON,
678,call_20240920_001.wav,anonymized_20260212_071457_173.wav,completed,both,2026-02-12 07:14:54,3.14,2776.9,female,english,english_male_person_PERSON,
677,call_20240920_001.wav,anonymized_20260212_071403_838.wav,completed,both,2026-02-12 07:13:58,5.05,2776.9,female,english,english_female_person_PERSON,
676,call_20240920_001.wav,anonymized_20260212_071258_644.wav,completed,both,2026-02-12 07:12:54,3.90,2776.9,female,english,english_female_person_PERSON,
675,call_20230313_001.wav,anonymized_20260212_071254_712.wav,completed,both,2026-02-12 07:12:48,6.51,4743.5,female,english,english_female_person_PERSON,
674,call_20240919_023.wav,anonymized_20260212_070147_406.wav,completed,both,2026-02-12 07:01:42,5.07,1724.1,female,english,english_female_person_PERSON,
673,call_20240919_023.wav,anonymized_20260212_065959_502.wav,completed,both,2026-02-12 06:59:55,4.03,1724.1,female,english,english_female_person_PERSON,
672,call_20240919_008.wav,anonymized_20260212_065116_306.wav,completed,both,2026-02-12 06:51:08,7.88,4167.9,female,english,english_female_person_PERSON,
671,call_20240918_004.wav,anonymized_20260212_064354_699.wav,completed,both,2026-02-12 06:43:52,2.58,2765.4,female,english,english_female_person_PERSON,
670,call_20240918_004.wav,anonymized_20260212_064303_798.wav,completed,both,2026-02-12 06:42:58,5.62,2765.4,female,english,english_female_person_PERSON,
669,call_20240918_004.wav,anonymized_20260212_064159_467.wav,completed,both,2026-02-12 06:41:53,5.78,2765.4,female,english,english_female_person_PERSON,
668,call_20230310_003.wav,anonymized_20260212_064003_900.wav,completed,both,2026-02-12 06:39:55,8.04,2675.4,male,english,english_male_person_PERSON,
667,call_20240918_004.wav,anonymized_20260212_063858_182.wav,completed,both,2026-02-12 06:38:51,6.66,2765.4,female,english,english_female_person_PERSON,
666,call_20230310_002.wav,anonymized_20260212_063515_957.wav,completed,both,2026-02-12 06:35:08,7.19,3823.5,male,english,english_male_person_PERSON,
665,call_20241104_001.wav,anonymized_20260211_134321_205.wav,completed,both,2026-02-11 13:43:09,12.53,8271.0,male,english,english_male_person_PERSON,
664,call_20240916_005.wav,anonymized_20260211_134223_960.wav,completed,both,2026-02-11 13:42:20,3.02,2720.4,female,english,english_female_person_PERSON,
663,call_20240916_005.wav,anonymized_20260211_134102_138.wav,completed,both,2026-02-11 13:40:59,3.11,2720.4,female,english,english_female_person_PERSON,
662,call_20241104_001.wav,anonymized_20260211_134005_598.wav,completed,both,2026-02-11 13:39:51,14.59,8271.0,male,english,english_male_person_PERSON,
661,call_20241104_001.wav,anonymized_20260211_133625_659.wav,completed,both,2026-02-11 13:36:17,8.83,8271.0,male,english,english_male_person_PERSON,
660,call_20230309_003.wav,anonymized_20260211_133525_338.wav,completed,both,2026-02-11 13:35:21,3.84,2886.9,male,english,english_male_person_PERSON,
659,call_20241104_001.wav,anonymized_20260211_133521_282.wav,completed,both,2026-02-11 13:35:06,14.66,8271.0,male,english,english_male_person_PERSON,
658,call_20240916_001.wav,anonymized_20260211_133446_533.wav,completed,both,2026-02-11 13:34:44,2.29,1978.5,male,english,english_male_person_PERSON,
657,call_20240916_001.wav,anonymized_20260211_133336_319.wav,completed,both,2026-02-11 13:33:34,1.75,1978.5,male,english,english_male_person_PERSON,
656,call_20240916_001.wav,anonymized_20260211_133307_645.wav,completed,both,2026-02-11 13:33:05,1.90,1978.5,male,english,english_male_person_PERSON,
655,call_20240916_001.wav,anonymized_20260211_133229_164.wav,completed,both,2026-02-11 13:32:27,1.78,1978.5,male,english,english_male_person_PERSON,
654,call_20240916_001.wav,anonymized_20260211_133204_060.wav,completed,both,2026-02-11 13:32:01,2.61,1978.5,male,english,english_male_person_PERSON,
653,call_20240916_001.wav,anonymized_20260211_133138_764.wav,completed,both,2026-02-11 13:31:36,2.16,1978.5,male,english,english_male_person_PERSON,
652,call_20240916_001.wav,anonymized_20260211_133043_004.wav,completed,both,2026-02-11 13:30:40,2.20,1978.5,male,english,english_male_person_PERSON,
651,call_20241104_001.wav,anonymized_20260211_133023_442.wav,completed,both,2026-02-11 13:30:12,10.91,8271.0,male,english,english_male_person_PERSON,
650,call_20240916_001.wav,anonymized_20260211_133007_162.wav,completed,both,2026-02-11 13:30:04,2.82,1978.5,male,english,english_male_person_PERSON,
649,call_20240916_001.wav,anonymized_20260211_132933_224.wav,completed,both,2026-02-11 13:29:30,2.35,1978.5,male,english,english_male_person_PERSON,
648,call_20230309_002.wav,anonymized_20260211_132505_399.wav,completed,both,2026-02-11 13:25:02,3.28,2209.1,male,english,english_male_person_PERSON,
647,call_20240906_002.wav,anonymized_20260211_132502_080.wav,completed,both,2026-02-11 13:25:00,1.77,1225.7,female,english,english_female_person_PERSON,
646,call_20230309_002.wav,anonymized_20260211_132430_715.wav,completed,both,2026-02-11 13:24:30,0.54,2209.1,male,english,english_male_person_PERSON,
645,call_20240906_002.wav,anonymized_20260211_132423_631.wav,completed,both,2026-02-11 13:24:22,0.96,1225.7,female,english,english_female_person_PERSON,
644,call_20240829_012.wav,anonymized_20260211_131833_439.wav,completed,both,2026-02-11 13:18:30,3.03,3188.5,male,english,english_male_person_PERSON,
643,call_20241031_009.wav,anonymized_20260211_131537_998.wav,completed,both,2026-02-11 13:15:35,2.15,2535.4,male,english,english_male_location_LOCATION,
642,call_20240829_011.wav,anonymized_20260211_131506_108.wav,completed,both,2026-02-11 13:15:03,2.92,1756.3,female,english,english_female_person_PERSON,
641,call_20240829_011.wav,anonymized_20260211_131417_329.wav,completed,both,2026-02-11 13:14:15,1.88,1756.3,female,english,english_female_person_PERSON,
640,call_20241025_002.wav,anonymized_20260211_131035_649.wav,completed,both,2026-02-11 13:10:27,8.47,6715.7,male,english,english_male_person_PERSON,
639,call_20241025_002.wav,anonymized_20260211_130800_252.wav,completed,both,2026-02-11 13:07:52,7.77,6715.7,male,english,english_male_person_PERSON,
638,call_20241025_002.wav,anonymized_20260211_130707_306.wav,completed,both,2026-02-11 13:06:58,9.29,6715.7,male,english,english_male_person_PERSON,
637,call_20240822_017.wav,anonymized_20260211_130509_493.wav,completed,both,2026-02-11 13:05:06,2.53,2840.7,female,english,english_female_person_PERSON,
636,call_20240822_017.wav,anonymized_20260211_130217_014.wav,completed,both,2026-02-11 13:02:14,2.75,2840.7,female,english,english_female_location_LOCATION,
635,call_20241025_001.wav,anonymized_20260211_125536_400.wav,completed,both,2026-02-11 12:55:33,2.59,2553.8,female,english,english_female_person_PERSON,
634,call_20241025_001.wav,anonymized_20260211_125528_956.wav,completed,both,2026-02-11 12:55:26,3.00,2553.8,female,english,english_female_person_PERSON,
633,call_20230302_005.wav,anonymized_20260211_125507_096.wav,completed,both,2026-02-11 12:55:04,2.49,2403.2,female,english,english_female_person_PERSON,
632,call_20230302_005.wav,anonymized_20260211_125459_006.wav,completed,both,2026-02-11 12:54:57,1.90,2403.2,female,english,english_female_person_PERSON,
631,call_20230302_005.wav,anonymized_20260211_125409_635.wav,completed,both,2026-02-11 12:54:09,0.18,2403.2,female,english,english_female_person_PERSON,
630,call_20241025_001.wav,anonymized_20260211_125409_363.wav,completed,both,2026-02-11 12:54:05,3.60,2553.8,female,english,english_female_person_PERSON,
629,call_20240819_003.wav,anonymized_20260211_125343_544.wav,completed,both,2026-02-11 12:53:42,0.89,1142.5,female,english,english_female_person_PERSON,
628,call_20240819_003.wav,anonymized_20260211_125314_356.wav,completed,both,2026-02-11 12:53:13,1.04,1142.5,female,english,english_female_person_PERSON,
627,call_20241025_001.wav,anonymized_20260211_125105_386.wav,completed,both,2026-02-11 12:51:01,3.71,2553.8,female,english,english_female_person_PERSON,
626,call_20240819_003.wav,anonymized_20260211_125038_636.wav,completed,both,2026-02-11 12:50:37,1.01,1142.5,female,english,english_female_person_PERSON,
625,call_20241025_001.wav,anonymized_20260211_125017_367.wav,completed,both,2026-02-11 12:50:16,0.59,2553.8,female,english,english_female_person_PERSON,
624,call_20240819_003.wav,anonymized_20260211_125016_689.wav,completed,both,2026-02-11 12:50:15,0.97,1142.5,female,english,english_female_person_PERSON,
623,call_20240819_003.wav,anonymized_20260211_124942_305.wav,completed,both,2026-02-11 12:49:41,1.13,1142.5,female,english,english_female_person_PERSON,
622,call_20241025_001.wav,anonymized_20260211_124928_150.wav,completed,both,2026-02-11 12:49:27,0.57,2553.8,female,english,english_female_person_PERSON,
621,call_20240819_003.wav,anonymized_20260211_124906_712.wav,completed,both,2026-02-11 12:49:05,1.12,1142.5,female,english,english_female_person_PERSON,
620,call_20240816_004.wav,anonymized_20260211_124412_628.wav,completed,both,2026-02-11 12:44:09,3.24,3091.9,female,english,english_female_location_LOCATION,
619,call_20240816_004.wav,anonymized_20260211_124132_545.wav,completed,both,2026-02-11 12:41:29,2.98,3091.9,female,english,english_female_location_LOCATION,
618,call_20240816_004.wav,anonymized_20260211_124113_122.wav,completed,both,2026-02-11 12:41:10,2.74,3091.9,female,english,english_female_location_LOCATION,
617,call_20240816_004.wav,anonymized_20260211_124041_310.wav,completed,both,2026-02-11 12:40:37,3.35,3091.9,female,english,english_female_location_LOCATION,
616,call_20240816_004.wav,anonymized_20260211_123950_293.wav,completed,both,2026-02-11 12:39:50,0.25,3091.9,female,english,english_female_location_LOCATION,
615,call_20240509_003.wav,anonymized_20260211_123813_956.wav,completed,both,2026-02-11 12:38:11,2.23,2300.7,female,english,english_female_location_LOCATION,
614,call_20240508_003.wav,anonymized_20260211_123341_717.wav,completed,both,2026-02-11 12:33:38,2.96,2381.3,male,english,english_male_person_PERSON,
613,call_20240508_003.wav,anonymized_20260211_123332_940.wav,completed,both,2026-02-11 12:33:30,2.89,2381.3,male,english,english_male_person_PERSON,
612,call_20230302_003.wav,anonymized_20260211_123327_191.wav,completed,both,2026-02-11 12:33:23,3.28,4279.1,female,english,english_female_person_PERSON,
611,call_20240508_003.wav,anonymized_20260211_123252_358.wav,completed,both,2026-02-11 12:32:50,2.25,2381.3,male,english,english_male_person_PERSON,
610,call_20240507_019.wav,anonymized_20260211_122332_642.wav,completed,both,2026-02-11 12:23:30,1.75,1485.0,male,english,english_male_person_PERSON,
609,call_20240507_019.wav,anonymized_20260211_122209_342.wav,completed,both,2026-02-11 12:22:07,1.90,1485.0,male,english,english_male_person_PERSON,
608,call_20240507_019.wav,anonymized_20260211_122138_953.wav,completed,both,2026-02-11 12:21:36,2.82,1485.0,male,english,english_male_person_PERSON,
607,call_20240507_017.wav,anonymized_20260211_121739_546.wav,completed,both,2026-02-11 12:17:34,4.98,3378.2,male,english,english_male_person_PERSON,
606,call_20240507_017.wav,anonymized_20260211_121650_611.wav,completed,both,2026-02-11 12:16:46,4.31,3378.2,male,english,english_male_person_PERSON,
605,call_20240815_001.wav,anonymized_20260211_121542_929.wav,completed,both,2026-02-11 12:15:38,4.88,4782.2,female,english,english_female_location_LOCATION,
604,call_20230301_002.wav,anonymized_20260211_121006_935.wav,completed,both,2026-02-11 12:10:02,4.02,2938.2,female,english,english_female_person_PERSON,
603,call_20240812_009.wav,anonymized_20260211_120545_948.wav,completed,both,2026-02-11 12:05:19,26.04,15781.3,female,english,english_female_person_PERSON,
602,call_20240507_017.wav,anonymized_20260211_120116_967.wav,completed,both,2026-02-11 12:01:13,3.43,3378.2,male,english,english_male_person_PERSON,
601,call_20230301_001.wav,anonymized_20260211_115950_160.wav,completed,both,2026-02-11 11:59:45,4.92,1995.7,female,english,english_female_person_PERSON,
600,call_20240507_016.wav,anonymized_20260211_114540_848.wav,completed,both,2026-02-11 11:45:36,3.98,4932.9,male,english,english_male_location_LOCATION,
599,call_20240507_016.wav,anonymized_20260211_114432_774.wav,completed,both,2026-02-11 11:44:28,4.54,4932.9,male,english,english_male_location_LOCATION,
598,call_20240507_005.wav,anonymized_20260211_113225_575.wav,completed,both,2026-02-11 11:32:23,2.29,2786.6,female,english,english_female_person_PERSON,
597,call_20240507_005.wav,anonymized_20260211_113021_601.wav,completed,both,2026-02-11 11:30:19,2.09,2786.6,female,english,english_female_person_PERSON,
596,call_20240507_005.wav,anonymized_20260211_112949_773.wav,completed,both,2026-02-11 11:29:47,2.15,2786.6,female,english,english_female_person_PERSON,
595,call_20240809_004.wav,anonymized_20260211_112844_305.wav,completed,both,2026-02-11 11:28:36,8.47,7165.7,female,english,english_female_location_LOCATION,
594,call_20240507_005.wav,anonymized_20260211_112808_072.wav,completed,both,2026-02-11 11:28:07,0.24,2786.6,female,english,english_female_person_PERSON,
593,call_20240809_004.wav,anonymized_20260211_112539_674.wav,completed,both,2026-02-11 11:25:30,9.50,7165.7,female,english,english_female_location_LOCATION,
592,call_20240506_002.wav,anonymized_20260211_111439_320.wav,completed,both,2026-02-11 11:14:35,3.88,3264.7,female,english,english_female_location_LOCATION,
591,call_20240506_001.wav,anonymized_20260211_105127_154.wav,completed,both,2026-02-11 10:51:20,6.99,6581.3,female,english,english_female_location_LOCATION,
590,call_20240506_001.wav,anonymized_20260211_104745_473.wav,completed,both,2026-02-11 10:47:40,5.32,6581.3,female,english,english_female_location_LOCATION,
589,call_20230224_006.wav,anonymized_20260211_104450_105.wav,completed,both,2026-02-11 10:44:47,2.22,2047.5,female,english,english_female_person_PERSON,
588,call_20240809_001.wav,anonymized_20260211_104403_499.wav,completed,both,2026-02-11 10:43:59,4.34,3240.7,male,english,english_male_person_PERSON,
587,call_20240809_001.wav,anonymized_20260211_104246_749.wav,completed,both,2026-02-11 10:42:42,4.22,3240.7,male,english,english_male_person_PERSON,
586,call_20240506_001.wav,anonymized_20260211_103821_468.wav,completed,both,2026-02-11 10:38:15,5.95,6581.3,female,english,english_female_location_LOCATION,
585,call_20230222_005.wav,anonymized_20260211_103425_575.wav,completed,both,2026-02-11 10:34:21,4.28,3746.6,male,english,english_male_person_PERSON,
584,call_20240503_003.wav,anonymized_20260211_102308_094.wav,completed,both,2026-02-11 10:23:00,8.20,6286.6,female,english,english_female_location_LOCATION,
583,call_20240503_003.wav,anonymized_20260211_102042_256.wav,completed,both,2026-02-11 10:20:35,7.36,6286.6,female,english,english_female_location_LOCATION,
582,call_20240503_003.wav,anonymized_20260211_101448_183.wav,completed,both,2026-02-11 10:14:42,6.29,6286.6,female,english,english_female_location_LOCATION,
581,call_20240503_003.wav,anonymized_20260211_101420_232.wav,completed,both,2026-02-11 10:14:14,5.49,6286.6,female,english,english_female_location_LOCATION,
580,call_20240503_003.wav,anonymized_20260211_100849_341.wav,completed,both,2026-02-11 10:08:41,7.68,6286.6,female,english,english_female_location_LOCATION,
579,call_20240806_003.wav,anonymized_20260211_100004_233.wav,completed,both,2026-02-11 09:59:53,10.54,8184.7,male,english,english_male_person_PERSON,
578,call_20240806_003.wav,anonymized_20260211_095921_181.wav,completed,both,2026-02-11 09:59:13,7.60,8184.7,male,english,english_male_person_PERSON,
577,call_20240806_003.wav,anonymized_20260211_095830_574.wav,completed,both,2026-02-11 09:58:22,8.11,8184.7,male,english,english_male_person_PERSON,
576,call_20240806_003.wav,anonymized_20260211_095719_409.wav,completed,both,2026-02-11 09:57:11,8.27,8184.7,male,english,english_male_person_PERSON,
575,call_20240806_003.wav,anonymized_20260211_095613_187.wav,completed,both,2026-02-11 09:56:03,9.46,8184.7,male,english,english_male_person_PERSON,
574,call_20240429_003.wav,anonymized_20260211_095304_033.wav,completed,both,2026-02-11 09:52:58,5.87,3488.8,female,english,english_female_person_PERSON,
573,call_20240429_003.wav,anonymized_20260211_095110_733.wav,completed,both,2026-02-11 09:51:05,5.29,3488.8,female,english,english_female_person_PERSON,
572,call_20240429_003.wav,anonymized_20260211_094817_817.wav,completed,both,2026-02-11 09:48:13,4.86,3488.8,female,english,english_female_person_PERSON,
571,call_20240806_001.wav,anonymized_20260211_094652_029.wav,completed,both,2026-02-11 09:46:48,3.42,3049.4,male,english,english_male_location_LOCATION,
570,call_20240806_001.wav,anonymized_20260211_094609_434.wav,completed,both,2026-02-11 09:46:05,3.58,3049.4,male,english,english_male_location_LOCATION,
569,call_20240806_001.wav,anonymized_20260211_094515_112.wav,completed,both,2026-02-11 09:45:11,4.09,3049.4,male,english,english_male_location_LOCATION,
568,call_20240429_003.wav,anonymized_20260211_094357_165.wav,completed,both,2026-02-11 09:43:51,5.54,3488.8,female,english,english_female_person_PERSON,
567,call_20230222_003.wav,anonymized_20260211_093822_405.wav,completed,both,2026-02-11 09:38:18,3.93,4035.0,male,english,english_male_person_PERSON,
566,call_20240802_003.wav,anonymized_20260211_091139_634.wav,completed,both,2026-02-11 09:11:23,16.56,8864.4,female,english,english_female_location_LOCATION,
565,call_20240802_003.wav,anonymized_20260211_090532_552.wav,completed,both,2026-02-11 09:05:19,12.83,8864.4,female,english,english_female_location_LOCATION,
564,call_20240429_002.wav,anonymized_20260211_090237_898.wav,completed,both,2026-02-11 09:02:33,4.29,3870.7,male,english,english_male_person_PERSON,
563,call_20240429_002.wav,anonymized_20260211_085939_361.wav,completed,both,2026-02-11 08:59:34,4.82,3870.7,male,english,english_male_person_PERSON,
562,call_20240429_002.wav,anonymized_20260211_085630_898.wav,completed,both,2026-02-11 08:56:25,5.18,3870.7,male,english,english_male_person_PERSON,
561,call_20230215_001.wav,anonymized_20260211_084832_192.wav,completed,both,2026-02-11 08:48:28,4.09,4041.6,female,english,english_female_person_PERSON,
560,call_20230215_001.wav,anonymized_20260211_084713_452.wav,completed,both,2026-02-11 08:47:08,4.50,4041.6,female,english,english_female_person_PERSON,
559,call_20240424_005.wav,anonymized_20260211_084052_824.wav,completed,both,2026-02-11 08:40:50,2.47,1999.4,female,english,english_female_person_PERSON,
558,call_20240424_005.wav,anonymized_20260211_084042_121.wav,completed,both,2026-02-11 08:40:39,2.39,1999.4,female,english,english_female_person_PERSON,
557,call_20240424_005.wav,anonymized_20260211_083953_088.wav,completed,both,2026-02-11 08:39:50,2.22,1999.4,female,english,english_female_person_PERSON,
556,call_20240424_005.wav,anonymized_20260211_083853_608.wav,completed,both,2026-02-11 08:38:51,2.12,1999.4,female,english,english_female_person_PERSON,
555,call_20240424_005.wav,anonymized_20260211_083748_534.wav,completed,both,2026-02-11 08:37:46,2.32,1999.4,female,english,english_female_person_PERSON,
554,call_20240424_005.wav,anonymized_20260211_083718_870.wav,completed,both,2026-02-11 08:37:18,0.32,1999.4,female,english,english_female_person_PERSON,
553,call_20240729_001.wav,anonymized_20260211_083430_181.wav,completed,both,2026-02-11 08:34:28,1.47,1898.5,female,english,english_female_person_PERSON,
552,call_20240424_004.wav,anonymized_20260211_083221_742.wav,completed,both,2026-02-11 08:32:17,4.14,3093.5,male,english,english_male_person_PERSON,
551,call_20240729_001.wav,anonymized_20260211_083134_301.wav,completed,both,2026-02-11 08:31:32,2.00,1898.5,female,english,english_female_person_PERSON,
550,call_20240424_004.wav,anonymized_20260211_083042_492.wav,completed,both,2026-02-11 08:30:39,3.24,3093.5,male,english,english_male_person_PERSON,
549,call_20240424_004.wav,anonymized_20260211_083021_195.wav,completed,both,2026-02-11 08:30:17,3.35,3093.5,male,english,english_male_person_PERSON,
548,call_20240424_004.wav,anonymized_20260211_082824_723.wav,completed,both,2026-02-11 08:28:21,3.34,3093.5,male,english,english_male_person_PERSON,
547,call_20240424_004.wav,anonymized_20260211_082604_135.wav,completed,both,2026-02-11 08:26:00,4.05,3093.5,male,english,english_male_person_PERSON,
546,call_20240424_004.wav,anonymized_20260211_082357_275.wav,completed,both,2026-02-11 08:23:53,3.92,3093.5,male,english,english_male_person_PERSON,
545,call_20230209_012.wav,anonymized_20260211_082239_013.wav,completed,both,2026-02-11 08:22:13,25.18,13247.9,female,english,english_female_person_PERSON,
544,call_20240725_005.wav,anonymized_20260211_080943_385.wav,completed,both,2026-02-11 08:09:40,3.96,1801.0,female,english,english_female_person_PERSON,
543,call_20240725_005.wav,anonymized_20260211_080913_808.wav,completed,both,2026-02-11 08:09:10,4.07,1801.0,female,english,english_female_person_PERSON,
542,call_20240725_005.wav,anonymized_20260211_080822_761.wav,completed,both,2026-02-11 08:08:20,3.75,1801.0,female,english,english_female_person_PERSON,
541,call_20240725_005.wav,anonymized_20260211_080814_554.wav,completed,both,2026-02-11 08:08:12,3.17,1801.0,female,english,english_female_person_PERSON,
540,call_20240725_005.wav,anonymized_20260211_080630_687.wav,completed,both,2026-02-11 08:06:28,3.00,1801.0,female,english,english_female_person_PERSON,
539,call_20240725_005.wav,anonymized_20260211_080534_266.wav,completed,both,2026-02-11 08:05:31,3.27,1801.0,female,english,english_female_person_PERSON,
538,call_20240725_005.wav,anonymized_20260211_080301_524.wav,completed,both,2026-02-11 08:02:57,4.14,1801.0,female,english,english_female_person_PERSON,
537,call_20230207_002.wav,anonymized_20260211_080036_925.wav,completed,both,2026-02-11 08:00:28,8.46,5163.5,female,english,english_female_location_LOCATION,
536,call_20240424_001.wav,anonymized_20260211_075838_052.wav,completed,both,2026-02-11 07:58:35,2.98,2930.7,female,english,english_female_person_PERSON,
535,call_20240424_001.wav,anonymized_20260211_075650_127.wav,completed,both,2026-02-11 07:56:47,2.32,2930.7,female,english,english_female_person_PERSON,
534,call_20240422_002.wav,anonymized_20260211_075226_487.wav,completed,both,2026-02-11 07:52:21,5.13,3866.0,female,english,english_female_person_PERSON,
533,call_20240422_002.wav,anonymized_20260211_075147_380.wav,completed,both,2026-02-11 07:51:42,5.04,3866.0,female,english,english_female_person_PERSON,
532,call_20230207_002.wav,anonymized_20260211_075047_500.wav,completed,both,2026-02-11 07:50:37,10.26,5163.5,female,english,english_female_location_LOCATION,
531,call_20240725_005.wav,anonymized_20260211_074800_513.wav,completed,both,2026-02-11 07:47:56,3.91,1801.0,female,english,english_female_person_PERSON,
530,call_20240725_005.wav,anonymized_20260211_074710_113.wav,completed,both,2026-02-11 07:47:06,3.41,1801.0,female,english,english_female_person_PERSON,
529,call_20240725_005.wav,anonymized_20260211_073641_839.wav,completed,both,2026-02-11 07:36:39,2.03,1801.0,female,english,english_female_person_PERSON,
528,call_20240719_001.wav,anonymized_20260211_073135_496.wav,completed,both,2026-02-11 07:31:29,6.42,4463.8,female,english,english_female_person_PERSON,
527,call_20240719_001.wav,anonymized_20260211_073008_356.wav,completed,both,2026-02-11 07:30:02,5.76,4463.8,female,english,english_female_person_PERSON,
526,call_20240719_001.wav,anonymized_20260211_072927_682.wav,completed,both,2026-02-11 07:29:21,6.29,4463.8,female,english,english_female_person_PERSON,
525,call_20240712_007.wav,anonymized_20260211_071802_190.wav,completed,both,2026-02-11 07:17:48,13.41,6236.6,male,english,english_male_location_LOCATION,
524,call_20240712_007.wav,anonymized_20260211_071748_637.wav,completed,both,2026-02-11 07:17:36,12.14,6236.6,male,english,english_male_location_LOCATION,
523,WhatsApp Audio 2026-01-13 at 11.39.55 AM.mp3,anonymized_20260211_062611_931.wav,completed,both,2026-02-11 06:26:08,3.57,495.1,male,english,english_male_person_PERSON,
522,call_20240419_002.wav,anonymized_20260210_143257_484.wav,completed,both,2026-02-10 14:32:54,3.38,2825.4,female,english,english_female_person_PERSON,
521,call_20240419_002.wav,anonymized_20260210_143214_086.wav,completed,both,2026-02-10 14:32:10,3.51,2825.4,female,english,english_female_person_PERSON,
520,call_20240712_004.wav,anonymized_20260210_142721_256.wav,completed,both,2026-02-10 14:27:17,3.91,3460.7,female,english,english_female_person_PERSON,
519,call_20240418_001.wav,anonymized_20260210_142700_366.wav,completed,both,2026-02-10 14:26:58,1.94,1418.5,female,english,english_female_person_PERSON,
518,call_20240418_001.wav,anonymized_20260210_142652_981.wav,completed,both,2026-02-10 14:26:51,1.59,1418.5,female,english,english_female_person_PERSON,
517,call_20240418_001.wav,anonymized_20260210_142618_089.wav,completed,both,2026-02-10 14:26:16,1.64,1418.5,female,english,english_female_person_PERSON,
516,call_20240418_001.wav,anonymized_20260210_142527_829.wav,completed,both,2026-02-10 14:25:26,1.21,1418.5,female,english,english_female_person_PERSON,
515,call_20240418_001.wav,anonymized_20260210_142413_139.wav,completed,both,2026-02-10 14:24:11,1.52,1418.5,female,english,english_female_person_PERSON,
514,call_20240417_002.wav,anonymized_20260210_142027_324.wav,completed,both,2026-02-10 14:20:24,3.34,2782.9,female,english,english_female_location_LOCATION,
513,call_20240417_002.wav,anonymized_20260210_141936_818.wav,completed,both,2026-02-10 14:19:33,3.31,2782.9,female,english,english_female_location_LOCATION,
512,call_20240417_002.wav,anonymized_20260210_141920_995.wav,completed,both,2026-02-10 14:19:17,3.19,2782.9,female,english,english_female_location_LOCATION,
